385.119.127;PUC1796
666.447.021;PUC7758
012.776.135;PUC9761
538.553.939;PUC3673
943.309.266;PUC6460
308.564.016;PUC8112
066.391.915;PUC4733
587.973.303;PUC9577
525.290.408;PUC9242
178.313.134;PUC2491
837.748.040;PUC2750
398.225.833;PUC1901
354.347.270;PUC3866
226.681.551;PUC3503
633.790.149;PUC9941
540.199.377;PUC5691
004.109.458;PUC3123
028.002.316;PUC3453
999.082.002;PUC4840
931.345.567;PUC3850
600.292.730;PUC4539
561.223.170;PUC6364
322.541.026;PUC4694
645.728.849;PUC1790
092.993.119;PUC9337
685.327.594;PUC6126
675.477.711;PUC4892
908.423.841;PUC1654
976.205.323;PUC8498
625.163.751;PUC3722
634.924.819;PUC7372
779.602.662;PUC1027
055.139.701;PUC1957
046.532.880;PUC7059
058.123.617;PUC1446
421.137.612;PUC2384
861.047.688;PUC4739
985.637.570;PUC6688
198.299.847;PUC1071
328.451.806;PUC6026
776.285.273;PUC9637
627.705.818;PUC9547
228.198.064;PUC7476
654.998.278;PUC9566
657.304.770;PUC2049
306.212.767;PUC1317
630.842.632;PUC5127
328.803.771;PUC6235
452.495.964;PUC1317
606.754.013;PUC8860
394.984.578;PUC9047
499.531.210;PUC4316
563.470.266;PUC2300
546.546.819;PUC8707
559.358.638;PUC2145
548.895.105;PUC9934
915.810.997;PUC2871
953.057.332;PUC7734
331.705.636;PUC3938
396.328.625;PUC9383
754.058.360;PUC1944
552.936.602;PUC4279
540.181.525;PUC5234
943.309.266;PUC1329
940.461.082;PUC5813
258.187.188;PUC6550
836.557.598;PUC6052
721.411.854;PUC7968
583.018.693;PUC5821
372.087.941;PUC9334
870.902.285;PUC3162
155.392.538;PUC3408
858.922.533;PUC8480
109.361.701;PUC4354
012.776.135;PUC4904
845.214.484;PUC5052
810.745.541;PUC5182
274.860.793;PUC8034
518.488.967;PUC2273
900.218.440;PUC8939
115.474.182;PUC3990
438.595.323;PUC5577
825.289.036;PUC7073
070.327.108;PUC9997
423.928.814;PUC7833
719.254.096;PUC8730
667.328.808;PUC1925
468.432.207;PUC7360
746.638.688;PUC1310
608.896.975;PUC8137
520.053.650;PUC3861
945.482.456;PUC9371
294.535.804;PUC7741
003.672.609;PUC2814
726.914.573;PUC4263
206.498.567;PUC8284
523.509.890;PUC4228
342.768.577;PUC3207
623.165.532;PUC8849
302.077.878;PUC7191
880.399.611;PUC2337
721.411.854;PUC5857
260.056.321;PUC7909
151.950.413;PUC4081
058.123.617;PUC4599
814.526.683;PUC9572
817.581.543;PUC3875
246.908.625;PUC2853
684.005.939;PUC5656
794.366.896;PUC1741
138.089.643;PUC5453
791.970.126;PUC7258
244.657.614;PUC8802
060.178.955;PUC3057
035.623.667;PUC7411
175.343.008;PUC6639
821.168.054;PUC9200
178.251.869;PUC2413
755.013.846;PUC6827
075.783.255;PUC6187
307.303.690;PUC9005
159.343.599;PUC2371
678.236.882;PUC2264
911.892.441;PUC8926
679.962.392;PUC5908
828.816.004;PUC6248
473.204.223;PUC6672
078.715.582;PUC7082
985.783.119;PUC5948
758.562.995;PUC4884
423.928.814;PUC2126
620.119.718;PUC1588
756.926.052;PUC3005
165.237.093;PUC5750
641.576.574;PUC1704
505.202.561;PUC9193
812.235.670;PUC8794
638.125.387;PUC8185
841.267.571;PUC4259
770.919.169;PUC1927
760.553.178;PUC1074
333.647.047;PUC3743
070.327.108;PUC3659
163.062.319;PUC9137
152.682.914;PUC3470
078.032.259;PUC5953
779.257.201;PUC2125
367.585.901;PUC9489
712.967.231;PUC9409
895.090.141;PUC7885
900.413.224;PUC6729
119.603.056;PUC7987
611.246.360;PUC4511
813.833.132;PUC3874
617.787.935;PUC3769
202.721.884;PUC8854
520.053.650;PUC7408
039.662.212;PUC7590
485.553.264;PUC7684
385.119.127;PUC4695
393.635.434;PUC2522
721.411.854;PUC4104
712.154.586;PUC8763
280.665.036;PUC7257
247.309.717;PUC5626
466.391.014;PUC3963
776.285.273;PUC8776
552.918.033;PUC7416
668.232.191;PUC8743
546.546.819;PUC5583
628.086.505;PUC1520
902.432.109;PUC6212
637.895.623;PUC2314
592.835.023;PUC9996
511.393.022;PUC5533
653.731.304;PUC4984
325.877.065;PUC5701
037.751.820;PUC2205
006.121.741;PUC3061
134.381.581;PUC7941
420.392.298;PUC8948
871.670.494;PUC4953
409.005.826;PUC9725
842.146.460;PUC6255
833.178.772;PUC8744
525.290.408;PUC1724
406.001.229;PUC6399
833.148.437;PUC1223
820.592.413;PUC2138
483.401.452;PUC5077
630.403.044;PUC7894
907.270.569;PUC6584
270.166.435;PUC8329
963.668.814;PUC1936
367.326.629;PUC2958
180.941.637;PUC2422
883.776.100;PUC2992
525.290.408;PUC2990
054.864.407;PUC7295
903.797.481;PUC6997
465.213.452;PUC2961
601.677.480;PUC5937
308.564.016;PUC2008
302.077.878;PUC2740
461.981.878;PUC3404
190.915.261;PUC4740
452.297.383;PUC2535
491.744.625;PUC8527
587.870.877;PUC8151
211.171.950;PUC3256
329.037.596;PUC7398
108.920.971;PUC8795
487.784.184;PUC1789
392.749.224;PUC3576
842.146.460;PUC9504
878.264.837;PUC8819
622.347.719;PUC8538
178.251.869;PUC4777
006.121.741;PUC7204
671.539.858;PUC7927
404.078.480;PUC7648
155.583.661;PUC2804
513.757.912;PUC7095
006.547.839;PUC5452
815.865.982;PUC9699
092.993.119;PUC5180
041.204.176;PUC7812
624.471.800;PUC3424
719.254.096;PUC5423
933.721.715;PUC3493
224.055.929;PUC2111
075.766.237;PUC8449
810.090.449;PUC8657
313.362.459;PUC1220
540.199.377;PUC4117
572.858.900;PUC2674
747.801.577;PUC9693
792.455.154;PUC5083
466.391.014;PUC7465
734.825.933;PUC8414
531.768.092;PUC7202
530.363.375;PUC1326
645.878.339;PUC3545
224.903.192;PUC2470
555.202.648;PUC8076
600.292.730;PUC6711
917.324.595;PUC8148
164.926.199;PUC8651
387.262.159;PUC8312
244.726.326;PUC6980
138.089.643;PUC6765
778.965.661;PUC3347
421.368.160;PUC1397
657.456.731;PUC8701
035.623.667;PUC3811
486.082.172;PUC4553
960.962.914;PUC7692
528.304.025;PUC9198
306.556.448;PUC3484
795.204.321;PUC1447
925.270.042;PUC3541
396.029.446;PUC1751
733.960.487;PUC5172
976.205.323;PUC8284
572.858.900;PUC5401
329.037.596;PUC2493
619.251.926;PUC4121
955.038.953;PUC2552
293.933.317;PUC9206
554.410.044;PUC2389
973.752.083;PUC3854
892.734.956;PUC4359
953.057.332;PUC5047
024.398.630;PUC6595
893.389.607;PUC3141
959.431.710;PUC1222
271.923.021;PUC4531
491.584.655;PUC6351
276.958.884;PUC6405
513.757.912;PUC5563
322.541.026;PUC6180
830.482.393;PUC4989
489.656.672;PUC6182
497.840.832;PUC2070
863.927.847;PUC9327
496.734.322;PUC8387
941.934.633;PUC8428
050.280.967;PUC8264
277.932.362;PUC2837
587.973.303;PUC2427
216.988.401;PUC9439
706.959.406;PUC8427
428.050.700;PUC5869
535.299.352;PUC2422
596.243.734;PUC4732
150.653.886;PUC3519
289.295.277;PUC3281
307.303.690;PUC3824
276.000.614;PUC1592
268.255.156;PUC7504
020.259.474;PUC6117
172.343.196;PUC5480
278.000.579;PUC4161
014.967.048;PUC5754
135.497.880;PUC4074
174.572.838;PUC2877
933.721.715;PUC1269
719.254.096;PUC3027
576.865.167;PUC3872
094.108.244;PUC5088
792.455.154;PUC9035
633.333.726;PUC8947
219.695.003;PUC6751
950.870.986;PUC8288
889.961.691;PUC3832
190.298.908;PUC2013
931.689.881;PUC6109
452.281.577;PUC2860
066.659.957;PUC7319
420.392.298;PUC5175
356.798.695;PUC8584
592.621.904;PUC9785
541.511.425;PUC2727
792.623.329;PUC5128
546.773.677;PUC9812
438.595.323;PUC4779
623.165.532;PUC7017
198.299.847;PUC8552
356.373.895;PUC7241
149.111.802;PUC7451
819.990.248;PUC4489
507.774.886;PUC3199
871.435.488;PUC9881
382.115.032;PUC2903
354.116.688;PUC9710
146.284.821;PUC5823
246.853.915;PUC2141
094.032.055;PUC2244
554.279.860;PUC9609
792.455.154;PUC6176
260.056.321;PUC2925
615.405.923;PUC2119
797.372.519;PUC8923
151.950.413;PUC1581
195.976.417;PUC5230
629.862.523;PUC7863
147.560.855;PUC4658
929.787.123;PUC3877
468.435.472;PUC4724
950.870.986;PUC5883
334.349.709;PUC4712
669.785.780;PUC1573
306.556.448;PUC8230
842.871.124;PUC9644
210.508.702;PUC1760
085.524.672;PUC5486
356.373.895;PUC5525
354.361.235;PUC4633
038.681.666;PUC2817
368.338.721;PUC2373
144.983.887;PUC7349
219.607.015;PUC7348
302.077.878;PUC6503
889.205.053;PUC3084
083.782.983;PUC6948
398.271.631;PUC8144
465.213.452;PUC3065
836.557.598;PUC9197
606.254.465;PUC5663
622.347.719;PUC2784
957.167.782;PUC5281
094.733.366;PUC4803
945.563.991;PUC7946
140.312.625;PUC3812
972.130.257;PUC3690
397.155.145;PUC7916
198.299.847;PUC9217
575.204.602;PUC8168
102.548.802;PUC3656
131.189.074;PUC8999
382.306.848;PUC1654
328.864.718;PUC4943
803.633.334;PUC4778
973.051.096;PUC4614
972.073.883;PUC8116
461.036.561;PUC7994
102.548.802;PUC9361
636.510.666;PUC9973
850.855.175;PUC6525
044.271.686;PUC6667
562.029.858;PUC1974
496.734.322;PUC9432
871.670.494;PUC6520
997.388.719;PUC1664
046.265.346;PUC2576
296.808.832;PUC1961
274.860.793;PUC3220
207.401.429;PUC4274
305.289.935;PUC2861
351.500.856;PUC9241
159.325.192;PUC2423
871.435.488;PUC3298
234.916.803;PUC9675
322.588.371;PUC6716
871.435.488;PUC6407
609.043.381;PUC9386
846.940.898;PUC6468
038.681.666;PUC1102
951.486.634;PUC8858
046.532.880;PUC5388
943.672.812;PUC1308
163.062.319;PUC9284
374.337.362;PUC4157
484.772.609;PUC1032
531.195.448;PUC2530
087.099.242;PUC8377
936.115.957;PUC9448
274.860.793;PUC5504
671.936.046;PUC2853
919.258.109;PUC3083
810.440.245;PUC7993
734.825.933;PUC5671
997.388.719;PUC3794
935.171.124;PUC4866
311.935.642;PUC7870
303.113.632;PUC3792
985.637.570;PUC7959
835.056.875;PUC4328
129.005.078;PUC6785
512.611.060;PUC8490
710.002.579;PUC4744
367.585.901;PUC5710
025.707.649;PUC5409
291.468.596;PUC6720
322.588.371;PUC3254
603.155.335;PUC4269
042.880.170;PUC9319
795.657.262;PUC4866
895.654.903;PUC7465
351.856.776;PUC7384
830.218.753;PUC9706
080.711.680;PUC9244
850.855.175;PUC7912
115.376.826;PUC6538
496.160.154;PUC6615
075.047.562;PUC5318
334.349.709;PUC2172
789.693.437;PUC2513
331.382.745;PUC9283
150.653.886;PUC6133
819.990.248;PUC8921
944.090.579;PUC9205
816.350.536;PUC2436
773.274.831;PUC4669
875.987.819;PUC2593
232.579.324;PUC8018
953.057.332;PUC3554
795.657.262;PUC3570
760.673.919;PUC7298
474.004.523;PUC2011
851.735.815;PUC2962
480.438.179;PUC4202
959.950.909;PUC8037
887.529.658;PUC7512
312.666.737;PUC8366
747.801.577;PUC7561
431.733.378;PUC8096
791.970.126;PUC8728
025.707.649;PUC9432
468.611.731;PUC3266
042.880.170;PUC1725
128.424.069;PUC8377
684.005.939;PUC8495
368.338.721;PUC5623
503.027.169;PUC3978
699.341.622;PUC1999
583.740.479;PUC3832
198.005.405;PUC1853
465.363.213;PUC6830
586.157.627;PUC7845
344.490.986;PUC3712
246.908.625;PUC8736
560.703.422;PUC7642
973.051.096;PUC2396
453.062.685;PUC5589
555.401.739;PUC6893
831.558.668;PUC5074
837.834.844;PUC1917
449.487.658;PUC6983
633.333.726;PUC5387
530.838.286;PUC3661
172.564.757;PUC9591
955.206.028;PUC6057
603.155.335;PUC4313
945.563.991;PUC5359
954.791.866;PUC1217
247.309.717;PUC7582
423.461.337;PUC9813
050.280.967;PUC5829
973.752.083;PUC5870
883.391.201;PUC3511
833.148.437;PUC6848
159.325.192;PUC6423
538.553.939;PUC9705
635.489.488;PUC7207
065.502.906;PUC8055
337.995.728;PUC7632
733.362.228;PUC2412
856.340.695;PUC8449
960.962.914;PUC4986
341.093.160;PUC4614
